transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,,
1348,2023-10-25,17:21:00,79,Female,35,Electronics,2,300,87,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1348','45224', 0.722916666666667,79,'Female',35,'Electronics',2,300,87,600),"
199,2023-10-26,21:34:00,53,Male,45,Beauty,3,500,135,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('199','45225', 0.898611111111111,53,'Male',45,'Beauty',3,500,135,1500),"
258,2023-12-29,17:40:00,109,Female,37,Clothing,1,50,22,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('258','45289', 0.736111111111111,109,'Female',37,'Clothing',1,50,22,50),"
485,2022-11-08,17:30:00,101,Male,24,Electronics,1,30,11.4,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('485','44873', 0.729166666666667,101,'Male',24,'Electronics',1,30,11.4,30),"
576,2023-12-25,17:30:00,113,Female,33,Beauty,3,50,20,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('576','45285', 0.729166666666667,113,'Female',33,'Beauty',3,50,20,150),"
1199,2023-12-16,17:46:00,110,Male,45,Beauty,3,500,190,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1199','45276', 0.740277777777778,110,'Male',45,'Beauty',3,500,190,1500),"
1258,2022-12-03,20:27:00,64,Female,37,Clothing,1,50,21.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1258','44898', 0.852083333333333,64,'Female',37,'Clothing',1,50,21.5,50),"
1485,2022-09-24,18:29:00,66,Male,24,Electronics,1,30,15.6,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1485','44828', 0.770138888888889,66,'Male',24,'Electronics',1,30,15.6,30),"
1576,2022-12-14,18:34:00,108,Female,33,Beauty,3,50,27.5,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1576','44909', 0.773611111111111,108,'Female',33,'Beauty',3,50,27.5,150),"
65,2022-12-11,20:03:00,84,Male,51,Electronics,4,500,160,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('65','44906', 0.835416666666667,84,'Male',51,'Electronics',4,500,160,2000),"
311,2023-11-20,21:01:00,61,Female,32,Beauty,4,25,9.75,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('311','45250', 0.875694444444444,61,'Female',32,'Beauty',4,25,9.75,100),"
791,2022-09-04,16:28:00,106,Female,51,Beauty,1,25,11.75,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('791','44808', 0.686111111111111,106,'Female',51,'Beauty',1,25,11.75,25),"
971,2023-12-30,16:50:00,64,Female,27,Electronics,4,50,26.5,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('971','45290', 0.701388888888889,64,'Female',27,'Electronics',4,50,26.5,200),"
999,2022-12-14,16:45:00,110,Female,36,Electronics,3,50,21.5,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('999','44909', 0.697916666666667,110,'Female',36,'Electronics',3,50,21.5,150),"
1065,2023-10-24,15:16:00,76,Male,51,Electronics,4,500,175,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1065','45223', 0.636111111111111,76,'Male',51,'Electronics',4,500,175,2000),"
1311,2023-11-24,15:22:00,84,Female,32,Beauty,4,25,9.25,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1311','45254', 0.640277777777778,84,'Female',32,'Beauty',4,25,9.25,100),"
1791,2022-10-06,14:52:00,87,Female,51,Beauty,1,25,7,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1791','44840', 0.619444444444444,87,'Female',51,'Beauty',1,25,7,25),"
1971,2022-09-12,16:19:00,90,Female,27,Electronics,4,50,19,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1971','44816', 0.679861111111111,90,'Female',27,'Electronics',4,50,19,200),"
1999,2022-11-12,13:06:00,61,Female,36,Electronics,3,50,13,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1999','44877', 0.545833333333333,61,'Female',36,'Electronics',3,50,13,150),"
395,2022-12-01,15:00:00,76,Male,50,Electronics,2,500,175,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('395','44896', 0.625,76,'Male',50,'Electronics',2,500,175,1000),"
535,2023-11-20,13:46:00,59,Male,47,Beauty,3,30,16.2,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('535','45250', 0.573611111111111,59,'Male',47,'Beauty',3,30,16.2,90),"
580,2022-11-14,14:44:00,104,Female,31,Clothing,3,500,200,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('580','44879', 0.613888888888889,104,'Female',31,'Clothing',3,500,200,1500),"
712,2023-09-12,14:15:00,108,Female,57,Beauty,2,25,11.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('712','45181', 0.59375,108,'Female',57,'Beauty',2,25,11.5,50),"
868,2023-12-04,13:39:00,110,Female,25,Electronics,1,300,111,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('868','45264', 0.56875,110,'Female',25,'Electronics',1,300,111,300),"
1395,2023-09-10,14:18:00,91,Male,50,Electronics,2,500,130,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1395','45179', 0.595833333333333,91,'Male',50,'Electronics',2,500,130,1000),"
1535,2023-12-18,15:31:00,52,Male,47,Beauty,3,30,9.9,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1535','45278', 0.646527777777778,52,'Male',47,'Beauty',3,30,9.9,90),"
1580,2023-09-21,15:47:00,105,Female,31,Clothing,3,500,250,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1580','45190', 0.657638888888889,105,'Female',31,'Clothing',3,500,250,1500),"
1712,2023-11-25,16:37:00,92,Female,57,Beauty,2,25,8.75,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1712','45255', 0.692361111111111,92,'Female',57,'Beauty',2,25,8.75,50),"
1868,2022-12-06,16:23:00,78,Female,25,Electronics,1,300,138,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1868','44901', 0.682638888888889,78,'Female',25,'Electronics',1,300,138,300),"
531,2022-10-08,12:30:00,105,Male,31,Electronics,1,500,275,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('531','44842', 0.520833333333333,105,'Male',31,'Electronics',1,500,275,500),"
550,2023-09-27,16:58:00,80,Male,40,Clothing,3,300,90,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('550','45196', 0.706944444444444,80,'Male',40,'Clothing',3,300,90,900),"
1531,2022-09-22,13:19:00,56,Male,31,Electronics,1,500,250,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1531','44826', 0.554861111111111,56,'Male',31,'Electronics',1,500,250,500),"
1550,2022-09-30,13:11:00,73,Male,40,Clothing,3,300,147,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1550','44834', 0.549305555555556,73,'Male',40,'Clothing',3,300,147,900),"
392,2022-12-21,13:11:00,77,Male,27,Clothing,2,300,78,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('392','44916', 0.549305555555556,77,'Male',27,'Clothing',2,300,78,600),"
453,2022-10-14,14:45:00,90,Female,26,Clothing,2,500,265,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('453','44848', 0.614583333333333,90,'Female',26,'Clothing',2,500,265,1000),"
540,2022-12-22,16:17:00,79,Female,46,Electronics,3,300,87,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('540','44917', 0.678472222222222,79,'Female',46,'Electronics',3,300,87,900),"
625,2022-12-25,13:36:00,68,Male,31,Clothing,1,300,123,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('625','44920', 0.566666666666667,68,'Male',31,'Clothing',1,300,123,300),"
1392,2022-09-12,12:28:00,70,Male,27,Clothing,2,300,90,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1392','44816', 0.519444444444444,70,'Male',27,'Clothing',2,300,90,600),"
1453,2023-10-14,13:24:00,113,Female,26,Clothing,2,500,205,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1453','45213', 0.558333333333333,113,'Female',26,'Clothing',2,500,205,1000),"
1540,2023-10-12,16:51:00,115,Female,46,Electronics,3,300,147,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1540','45211', 0.702083333333333,115,'Female',46,'Electronics',3,300,147,900),"
1625,2023-09-27,16:36:00,52,Male,31,Clothing,1,300,147,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1625','45196', 0.691666666666667,52,'Male',31,'Clothing',1,300,147,300),"
244,2023-09-14,13:57:00,101,Male,28,Beauty,2,50,20.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('244','45183', 0.58125,101,'Male',28,'Beauty',2,50,20.5,100),"
355,2022-09-23,13:42:00,96,Female,55,Electronics,1,500,260,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('355','44827', 0.570833333333333,96,'Female',55,'Electronics',1,500,260,500),"
468,2022-12-05,14:32:00,86,Male,40,Electronics,1,25,12.25,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('468','44900', 0.605555555555556,86,'Male',40,'Electronics',1,25,12.25,25),"
700,2022-09-01,15:07:00,61,Male,36,Electronics,4,500,250,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('700','44805', 0.629861111111111,61,'Male',36,'Electronics',4,500,250,2000),"
752,2023-09-20,16:06:00,79,Male,29,Clothing,2,50,13,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('752','45189', 0.670833333333333,79,'Male',29,'Clothing',2,50,13,100),"
828,2022-11-24,15:54:00,76,Female,33,Electronics,4,300,132,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('828','44889', 0.6625,76,'Female',33,'Electronics',4,300,132,1200),"
1244,2022-12-11,16:47:00,100,Male,28,Beauty,2,50,19.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1244','44906', 0.699305555555556,100,'Male',28,'Beauty',2,50,19.5,100),"
1355,2023-09-17,13:19:00,107,Female,55,Electronics,1,500,155,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1355','45186', 0.554861111111111,107,'Female',55,'Electronics',1,500,155,500),"
1468,2023-11-08,13:14:00,73,Male,40,Electronics,1,25,9.75,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1468','45238', 0.551388888888889,73,'Male',40,'Electronics',1,25,9.75,25),"
1700,2023-09-27,16:10:00,87,Male,36,Electronics,4,500,210,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1700','45196', 0.673611111111111,87,'Male',36,'Electronics',4,500,210,2000),"
1752,2023-10-21,13:01:00,79,Male,29,Clothing,2,50,14.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1752','45220', 0.542361111111111,79,'Male',29,'Clothing',2,50,14.5,100),"
1828,2022-10-14,14:14:00,99,Female,33,Electronics,4,300,165,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1828','44848', 0.593055555555556,99,'Female',33,'Electronics',4,300,165,1200),"
80,2023-10-22,16:51:00,82,Female,64,Clothing,2,30,12.3,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('80','45221', 0.702083333333333,82,'Female',64,'Clothing',2,30,12.3,60),"
214,2022-11-05,16:31:00,53,Male,20,Beauty,2,30,8.1,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('214','44870', 0.688194444444444,53,'Male',20,'Beauty',2,30,8.1,60),"
361,2022-09-12,16:37:00,112,Female,34,Electronics,4,300,81,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('361','44816', 0.692361111111111,112,'Female',34,'Electronics',4,300,81,1200),"
526,2022-11-19,12:47:00,65,Male,33,Clothing,2,50,19.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('526','44884', 0.532638888888889,65,'Male',33,'Clothing',2,50,19.5,100),"
1080,2022-12-08,13:31:00,70,Female,64,Clothing,2,30,13.2,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1080','44903', 0.563194444444444,70,'Female',64,'Clothing',2,30,13.2,60),"
1214,2023-11-18,14:24:00,50,Male,20,Beauty,2,30,11.1,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1214','45248', 0.6,50,'Male',20,'Beauty',2,30,11.1,60),"
1361,2023-09-12,16:00:00,89,Female,34,Electronics,4,300,153,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1361','45181', 0.666666666666667,89,'Female',34,'Electronics',4,300,153,1200),"
1526,2022-09-25,15:06:00,84,Male,33,Clothing,2,50,26.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1526','44829', 0.629166666666667,84,'Male',33,'Clothing',2,50,26.5,100),"
265,2022-11-24,12:12:00,80,Male,55,Clothing,3,300,132,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('265','44889', 0.508333333333333,80,'Male',55,'Clothing',3,300,132,900),"
586,2023-12-20,14:57:00,84,Male,50,Electronics,1,50,21.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('586','45280', 0.622916666666667,84,'Male',50,'Electronics',1,50,21.5,50),"
1265,2022-11-05,14:35:00,86,Male,55,Clothing,3,300,111,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1265','44870', 0.607638888888889,86,'Male',55,'Clothing',3,300,111,900),"
1586,2022-11-04,16:25:00,59,Male,50,Electronics,1,50,14,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1586','44869', 0.684027777777778,59,'Male',50,'Electronics',1,50,14,50),"
336,2023-11-04,13:05:00,67,Female,52,Beauty,3,50,25,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('336','45234', 0.545138888888889,67,'Female',52,'Beauty',3,50,25,150),"
571,2022-10-20,12:51:00,87,Female,41,Electronics,1,50,16,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('571','44854', 0.535416666666667,87,'Female',41,'Electronics',1,50,16,50),"
1336,2022-09-23,13:27:00,74,Female,52,Beauty,3,50,21.5,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1336','44827', 0.560416666666667,74,'Female',52,'Beauty',3,50,21.5,150),"
1571,2022-11-08,14:55:00,105,Female,41,Electronics,1,50,25,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1571','44873', 0.621527777777778,105,'Female',41,'Electronics',1,50,25,50),"
9,2022-12-02,13:12:00,85,Male,63,Electronics,2,300,78,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('9','44897', 0.55,85,'Male',63,'Electronics',2,300,78,600),"
552,2022-10-29,13:32:00,85,Female,49,Electronics,3,25,9.75,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('552','44863', 0.563888888888889,85,'Female',49,'Electronics',3,25,9.75,75),"
771,2023-12-24,12:23:00,70,Male,24,Electronics,2,25,11.75,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('771','45284', 0.515972222222222,70,'Male',24,'Electronics',2,25,11.75,50),"
1009,2023-09-22,14:18:00,88,Male,63,Electronics,2,300,78,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1009','45191', 0.595833333333333,88,'Male',63,'Electronics',2,300,78,600),"
1552,2022-09-25,12:11:00,55,Female,49,Electronics,3,25,13,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1552','44829', 0.507638888888889,55,'Female',49,'Electronics',3,25,13,75),"
1771,2023-09-13,13:41:00,108,Male,24,Electronics,2,25,10.75,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1771','45182', 0.570138888888889,108,'Male',24,'Electronics',2,25,10.75,50),"
496,2022-12-12,13:07:00,91,Male,23,Clothing,2,300,141,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('496','44907', 0.546527777777778,91,'Male',23,'Clothing',2,300,141,600),"
701,2023-11-29,16:33:00,93,Female,52,Beauty,2,30,14.1,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('701','45259', 0.689583333333333,93,'Female',52,'Beauty',2,30,14.1,60),"
1496,2022-09-03,15:05:00,110,Male,23,Clothing,2,300,120,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1496','44807', 0.628472222222222,110,'Male',23,'Clothing',2,300,120,600),"
1701,2023-10-13,15:09:00,62,Female,52,Beauty,2,30,15.9,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1701','45212', 0.63125,62,'Female',52,'Beauty',2,30,15.9,60),"
139,2023-09-15,14:03:00,113,Male,36,Beauty,4,500,230,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('139','45184', 0.585416666666667,113,'Male',36,'Beauty',4,500,230,2000),"
151,2023-10-12,15:49:00,108,Male,29,Clothing,1,50,18,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('151','45211', 0.659027777777778,108,'Male',29,'Clothing',1,50,18,50),"
1139,2023-12-21,14:23:00,87,Male,36,Beauty,4,500,230,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1139','45281', 0.599305555555556,87,'Male',36,'Beauty',4,500,230,2000),"
1151,2022-12-12,14:48:00,99,Male,29,Clothing,1,50,26,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1151','44907', 0.616666666666667,99,'Male',29,'Clothing',1,50,26,50),"
83,2022-11-27,15:57:00,56,Male,54,Electronics,2,50,16.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('83','44892', 0.664583333333333,56,'Male',54,'Electronics',2,50,16.5,100),"
153,2023-11-19,15:52:00,62,Male,63,Electronics,2,500,195,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('153','45249', 0.661111111111111,62,'Male',63,'Electronics',2,500,195,1000),"
451,2023-10-09,15:38:00,74,Female,45,Electronics,1,30,13.5,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('451','45208', 0.651388888888889,74,'Female',45,'Electronics',1,30,13.5,30),"
1083,2022-09-30,15:46:00,99,Male,54,Electronics,2,50,17.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1083','44834', 0.656944444444444,99,'Male',54,'Electronics',2,50,17.5,100),"
1153,2022-09-24,12:30:00,91,Male,63,Electronics,2,500,265,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1153','44828', 0.520833333333333,91,'Male',63,'Electronics',2,500,265,1000),"
1451,2022-09-23,12:10:00,94,Female,45,Electronics,1,30,13.2,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1451','44827', 0.506944444444444,94,'Female',45,'Electronics',1,30,13.2,30),"
99,2023-11-19,15:12:00,71,Female,50,Electronics,4,300,132,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('99','45249', 0.633333333333333,71,'Female',50,'Electronics',4,300,132,1200),"
783,2022-11-11,15:37:00,91,Female,56,Clothing,1,300,150,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('783','44876', 0.650694444444444,91,'Female',56,'Clothing',1,300,150,300),"
1099,2022-12-24,12:41:00,56,Female,50,Electronics,4,300,162,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1099','44919', 0.528472222222222,56,'Female',50,'Electronics',4,300,162,1200),"
1783,2023-09-05,16:37:00,52,Female,56,Clothing,1,300,135,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1783','45174', 0.692361111111111,52,'Female',56,'Clothing',1,300,135,300),"
409,2023-12-17,12:30:00,55,Female,21,Electronics,3,300,87,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('409','45277', 0.520833333333333,55,'Female',21,'Electronics',3,300,87,900),"
525,2022-09-05,14:15:00,98,Female,47,Beauty,2,25,7,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('525','44809', 0.59375,98,'Female',47,'Beauty',2,25,7,50),"
939,2022-11-07,15:28:00,75,Female,46,Electronics,1,300,81,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('939','44872', 0.644444444444444,75,'Female',46,'Electronics',1,300,81,300),"
994,2022-12-24,16:38:00,73,Female,51,Beauty,2,500,125,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('994','44919', 0.693055555555556,73,'Female',51,'Beauty',2,500,125,1000),"
1409,2023-11-22,12:15:00,102,Female,21,Electronics,3,300,138,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1409','45252', 0.510416666666667,102,'Female',21,'Electronics',3,300,138,900),"
1525,2022-12-13,13:35:00,106,Female,47,Beauty,2,25,12,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1525','44908', 0.565972222222222,106,'Female',47,'Beauty',2,25,12,50),"
1939,2022-10-31,13:30:00,74,Female,46,Electronics,1,300,135,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1939','44865', 0.5625,74,'Female',46,'Electronics',1,300,135,300),"
